url_norm,lang,cluster_p11,classe_p11,title,novo_lar,secao,acao,fase,motivo,inb_total,words,brand_hits,slug_legacy,pareamento_t1,flag_revisao
/documentation/architectures/bot-management/protect-your-applications-with-bot-management/,en,arquiteturas/bot-management,MANTER,Protect Your Apps with Bot Management,/en/documentation/architectures/bot-management/protect-your-applications-with-bot-management/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),3,804,0,False,False,
/documentacao/arquiteturas/compliance/governanca-risco-conformidade/,pt-br,arquiteturas/compliance,MANTER,"Fortaleça Governança, Risco e Conformidade",/pt-br/documentacao/platform/compliance/governanca-risco-conformidade/,reference,MOVER,F5,R-PLAT: compliance agrupado sob plataforma,2,1231,0,False,True,t1-pendente
/documentation/architectures/compliance/governance-risk-compliance/,en,arquiteturas/compliance,MANTER,"Strengthen Governance, Risk & Compliance",/en/documentation/platform/compliance/governance-risk-compliance/,reference,MOVER,F5,R-PLAT: compliance agrupado sob plataforma,2,1094,0,False,False,
/documentacao/arquiteturas/edge-application/aplicacoes-microsservicos/,pt-br,arquiteturas/edge-application,ATUALIZAR URL,Implemente microsserviços com Azion Functions,/pt-br/documentacao/architectures/applications/aplicacoes-microsservicos/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,739,0,True,True,t1-pendente
/documentacao/arquiteturas/edge-application/application-acceleration/,pt-br,arquiteturas/edge-application,ATUALIZAR URL,Acelere aplicações e APIs com edge computing,/pt-br/documentacao/architectures/applications/application-acceleration/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,788,0,True,False,
/documentacao/arquiteturas/edge-application/content-delivery/,pt-br,arquiteturas/edge-application,ATUALIZAR URL,Acelere o content delivery no edge,/pt-br/documentacao/architectures/applications/content-delivery/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),2,843,0,True,False,
/documentacao/arquiteturas/edge-application/image-processor/,pt-br,arquiteturas/edge-application,REVISAR (órfã),Otimize o processamento de imagens com a Azion,/pt-br/documentacao/architectures/applications/image-processor/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,836,0,True,True,t1-pendente
/documentacao/arquiteturas/edge-application/modernizacao-de-aplicacoes/,pt-br,arquiteturas/edge-application,REVISAR (órfã),Acelere a modernização de aplicações no edge,/pt-br/documentacao/architectures/applications/modernizacao-de-aplicacoes/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,858,0,True,True,t1-pendente
/documentacao/arquiteturas/edge-application/serverless-applications/,pt-br,arquiteturas/edge-application,REVISAR (órfã),Implemente uma arquitetura serverless com a Azion,/pt-br/documentacao/architectures/applications/serverless-applications/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,676,0,True,False,
/documentation/architectures/edge-application/application-acceleration/,en,arquiteturas/edge-application,REVISAR (órfã),Accelerate Applications and APIs with Edge Computing,/en/documentation/architectures/applications/application-acceleration/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,701,0,True,False,
/documentation/architectures/edge-application/application-modernization/,en,arquiteturas/edge-application,REVISAR (órfã),Accelerate Application Modernization at the Edge,/en/documentation/architectures/applications/application-modernization/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,920,0,True,False,
/documentation/architectures/edge-application/content-delivery/,en,arquiteturas/edge-application,ATUALIZAR URL,Boost Content Delivery Speed at the Edge,/en/documentation/architectures/applications/content-delivery/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),2,722,0,True,False,
/documentation/architectures/edge-application/image-processing/,en,arquiteturas/edge-application,REVISAR (órfã),Optimize and process images with Azion Web Platform,/en/documentation/architectures/applications/image-processing/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,784,0,True,False,
/documentation/architectures/edge-application/microservices-applications/,en,arquiteturas/edge-application,ATUALIZAR URL,Build Microservices Apps with Functions,/en/documentation/architectures/applications/microservices-applications/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,674,0,True,False,
/documentation/architectures/edge-application/serverless-applications/,en,arquiteturas/edge-application,REVISAR (órfã),Implement Serverless Architecture with Azion,/en/documentation/architectures/applications/serverless-applications/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,638,0,True,False,
/documentacao/arquiteturas/edge-application/aplicacoes-edge-enhanced/,pt-br,arquiteturas/edge-enhanced,ATUALIZAR URL,Melhore aplicações com edge computing,/pt-br/documentacao/architectures/applications/aplicacoes-edge-enhanced/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,638,0,True,True,t1-pendente
/documentation/architectures/edge-application/edge-enhanced-applications/,en,arquiteturas/edge-enhanced,REESCREVER,Enhance Applications with Edge Computing,/en/documentation/architectures/applications/edge-enhanced-applications/,concept,REESCREVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,599,1,True,False,
/documentacao/arquiteturas/edge-firewall/prevencao-fraudes-online/,pt-br,arquiteturas/edge-firewall,REVISAR (órfã),Reforce a prevenção de fraudes online,/pt-br/documentacao/architectures/firewall/prevencao-fraudes-online/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,1662,0,True,True,t1-pendente
/documentacao/arquiteturas/edge-firewall/web-application-and-api-protection-waap/,pt-br,arquiteturas/edge-firewall,ATUALIZAR URL,Reforce a segurança com o WAAP da Azion,/pt-br/documentacao/architectures/firewall/web-application-and-api-protection-waap/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),6,803,0,True,False,
/documentation/architectures/edge-firewall/online-fraud-prevention/,en,arquiteturas/edge-firewall,REVISAR (órfã),Reinforce Online Fraud Prevention,/en/documentation/architectures/firewall/online-fraud-prevention/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,1447,0,True,False,
/documentation/architectures/edge-firewall/web-application-and-api-protection-waap/,en,arquiteturas/edge-firewall,ATUALIZAR URL,Enhance Cybersecurity with Azion WAAP,/en/documentation/architectures/firewall/web-application-and-api-protection-waap/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),6,734,0,True,False,
/documentacao/arquiteturas/edge-application/aplicacoes-edge-native/,pt-br,arquiteturas/edge-native,ATUALIZAR URL,Desenvolva aplicações edge-native com a Azion,/pt-br/documentacao/architectures/applications/aplicacoes-edge-native/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,510,0,True,True,t1-pendente
/documentation/architectures/edge-application/edge-native-applications/,en,arquiteturas/edge-native,REESCREVER,Develop edge-native applications with Azion,/en/documentation/architectures/applications/edge-native-applications/,concept,REESCREVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,444,1,True,False,
/documentacao/arquiteturas/jamstack/implantacao-aplicacoes-jamstack/,pt-br,arquiteturas/jamstack,REVISAR (órfã),Implante Sites Jamstack no Edge da Rede,/pt-br/documentacao/architectures/jamstack/implantacao-aplicacoes-jamstack/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,594,0,False,True,t1-pendente
/documentation/architectures/jamstack/deploy-jamstack-applications/,en,arquiteturas/jamstack,MANTER,Deploy Jamstack Websites at the Edge,/en/documentation/architectures/jamstack/deploy-jamstack-applications/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,543,0,False,False,
/documentacao/arquiteturas/live-streaming-delivery/live-streaming-delivery-com-hls/,pt-br,arquiteturas/live-streaming,MANTER,Distribua vídeo com streaming ao vivo,/pt-br/documentacao/architectures/live-streaming-delivery/live-streaming-delivery-com-hls/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),3,606,0,False,True,t1-pendente
/documentation/architectures/live-streaming-delivery/live-streaming-delivery-with-hls/,en,arquiteturas/live-streaming,MANTER,Optimize Video Delivery with Live Streaming,/en/documentation/architectures/live-streaming-delivery/live-streaming-delivery-with-hls/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),3,546,0,False,False,
/documentacao/arquiteturas/deploy/entrega-aplicacoes/,pt-br,arquiteturas/orch,REVISAR (órfã),Otimize a entrega de apps com o Orchestrator,/pt-br/documentacao/architectures/deploy/entrega-aplicacoes/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,613,0,False,True,t1-pendente
/documentacao/arquiteturas/deploy/orquestracao-de-infraestrutura/,pt-br,arquiteturas/orch,MANTER,Automatize a infraestrutura com o Azion Orchestrator,/pt-br/documentacao/architectures/deploy/orquestracao-de-infraestrutura/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,425,0,False,True,t1-pendente
/documentation/architectures/deploy/application-delivery/,en,arquiteturas/orch,REVISAR (órfã),Streamline App Delivery with Orchestrator,/en/documentation/architectures/deploy/application-delivery/,concept,RELIGAR+MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,575,0,False,False,
/documentation/architectures/deploy/infrastructure-orchestration/,en,arquiteturas/orch,MANTER,Automate Infrastructure with Azion Orchestrator,/en/documentation/architectures/deploy/infrastructure-orchestration/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),0,382,0,False,False,
/documentacao/arquiteturas/automacao-da-seguranca/automacao-da-seguranca-com-edge-computing/,pt-br,arquiteturas/security-automation,MANTER,Proteja seu negócio com automação de segurança,/pt-br/documentacao/architectures/automacao-da-seguranca/automacao-da-seguranca-com-edge-computing/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),2,944,0,False,True,t1-pendente
/documentation/architectures/security-automation/security-automation-with-edge-computing/,en,arquiteturas/security-automation,MANTER,Protect Your Business with Security Automation,/en/documentation/architectures/security-automation/security-automation-with-edge-computing/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),2,840,0,False,False,
/documentacao/arquiteturas/modernizacao-da-seguranca/modernizacao-da-seguranca-com-edge-computing/,pt-br,arquiteturas/security-modernization,MANTER,Acelere a modernização da segurança com edge computing,/pt-br/documentacao/architectures/modernizacao-da-seguranca/modernizacao-da-seguranca-com-edge-computing/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),3,921,0,False,True,t1-pendente
/documentation/architectures/security-modernization/security-modernization-with-edge-computing/,en,arquiteturas/security-modernization,MANTER,Accelerate security modernization with edge computing,/en/documentation/architectures/security-modernization/security-modernization-with-edge-computing/,concept,MOVER,F5,R-ARQ: biblioteca de explanation mantida; órfãs religadas ao hub de soluções e slugs legados canonizados (P1),3,817,0,False,False,
/documentacao/devtools/graphql-api/exemplos-queries/,pt-br,devtools/api-graphql,REESCREVER,Exemplos de queries,/pt-br/documentacao/devtools/graphql/reference/exemplos-queries/,reference,REESCREVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),0,117,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/limites/,pt-br,devtools/api-graphql,MANTER,Limites API GraphQL,/pt-br/documentacao/devtools/graphql/reference/limites/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),2,156,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/mensagens-erro/,pt-br,devtools/api-graphql,MANTER,Mensagens de Erro API GraphQL,/pt-br/documentacao/devtools/graphql/reference/mensagens-erro/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),1,452,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/primeiros-passos/,pt-br,devtools/api-graphql,MANTER,Primeiros Passos API GraphQL,/pt-br/documentacao/devtools/graphql/reference/first-steps/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),2,503,0,False,False,
/documentacao/devtools/graphql-api/queries/,pt-br,devtools/api-graphql,MANTER,Queries API GraphQL,/pt-br/documentacao/devtools/graphql/reference/queries/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),4,1914,0,False,False,
/documentacao/devtools/graphql-api/recursos/,pt-br,devtools/api-graphql,MANTER,Recursos API GraphQL,/pt-br/documentacao/devtools/graphql/reference/recursos/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),15,2155,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/recursos/campos-gql-accounting/,pt-br,devtools/api-graphql,MANTER,Campos da API GraphQL de Accounting,/pt-br/documentacao/devtools/graphql/reference/campos-gql-accounting/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),3,212,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/recursos/campos-gql-billing/,pt-br,devtools/api-graphql,MANTER,Campos da API GraphQL de Billing,/pt-br/documentacao/devtools/graphql/reference/campos-gql-billing/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),2,379,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/recursos/campos-gql-consumption/,pt-br,devtools/api-graphql,MANTER,Campos da GraphQL API de Consumption,/pt-br/documentacao/devtools/graphql/reference/campos-gql-consumption/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),9,508,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/recursos/campos-gql-real-time-events/,pt-br,devtools/api-graphql,MANTER,Campos da API GraphQL do Real-Time Events,/pt-br/documentacao/devtools/graphql/reference/campos-gql-real-time-events/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),5,4380,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/recursos/campos-gql-real-time-metrics/,pt-br,devtools/api-graphql,MANTER,Campos da API GraphQL do Real-Time Metrics,/pt-br/documentacao/devtools/graphql/reference/campos-gql-real-time-metrics/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),9,4096,0,False,True,t1-pendente
/documentacao/devtools/graphql-api/visao-geral/,pt-br,devtools/api-graphql,MANTER,API GraphQL,/pt-br/documentacao/devtools/graphql/reference/overview/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),21,587,0,False,False,
/documentation/devtools/graphql-api/error-responses/,en,devtools/api-graphql,MANTER,Error Responses GraphQL API,/en/documentation/devtools/graphql/reference/error-responses/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),2,436,0,False,False,
/documentation/devtools/graphql-api/features/,en,devtools/api-graphql,MANTER,Features GraphQL API,/en/documentation/devtools/graphql/reference/features/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),17,1990,0,False,False,
/documentation/devtools/graphql-api/features/gql-accounting-fields/,en,devtools/api-graphql,MANTER,Accounting GraphQL API Fields,/en/documentation/devtools/graphql/reference/gql-accounting-fields/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),3,200,0,False,False,
/documentation/devtools/graphql-api/features/gql-billing-fields/,en,devtools/api-graphql,MANTER,Billing GraphQL API Fields,/en/documentation/devtools/graphql/reference/gql-billing-fields/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),2,365,0,False,False,
/documentation/devtools/graphql-api/features/gql-consumption-fields/,en,devtools/api-graphql,MANTER,Consumption GraphQL API Fields,/en/documentation/devtools/graphql/reference/gql-consumption-fields/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),10,482,0,False,False,
/documentation/devtools/graphql-api/features/gql-real-time-events-fields/,en,devtools/api-graphql,MANTER,Real-Time Events GraphQL API Fields,/en/documentation/devtools/graphql/reference/gql-real-time-events-fields/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),5,4134,0,False,False,
/documentation/devtools/graphql-api/features/gql-real-time-metrics-fields/,en,devtools/api-graphql,MANTER,Real-Time Metrics GraphQL API Fields,/en/documentation/devtools/graphql/reference/gql-real-time-metrics-fields/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),8,3947,0,False,False,
/documentation/devtools/graphql-api/first-steps/,en,devtools/api-graphql,MANTER,First Steps GraphQL API,/en/documentation/devtools/graphql/reference/first-steps/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),3,482,0,False,False,
/documentation/devtools/graphql-api/limits/,en,devtools/api-graphql,MANTER,Limits GraphQL API,/en/documentation/devtools/graphql/reference/limits/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),3,144,0,False,False,
/documentation/devtools/graphql-api/overview/,en,devtools/api-graphql,MANTER,GraphQL API Overview,/en/documentation/devtools/graphql/reference/overview/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),23,541,0,False,False,
/documentation/devtools/graphql-api/queries-examples/,en,devtools/api-graphql,REESCREVER,Queries examples,/en/documentation/devtools/graphql/reference/queries-examples/,reference,REESCREVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),1,118,0,False,False,
/documentation/devtools/graphql-api/queries/,en,devtools/api-graphql,MANTER,Queries GraphQL API,/en/documentation/devtools/graphql/reference/queries/,reference,MOVER,F5,R-DEVTOOLS: GraphQL consolidado (guias + referência no mesmo lar),4,1876,0,False,False,
/documentacao/devtools/debugging/,pt-br,devtools/azion-edge-runtime,MANTER,Debugging,/pt-br/documentacao/build/functions/runtime-apis/debugging/,reference,MOVER,F3,"R-RUNTIME: lar único do Runtime sob Functions (P2, E1/E7)",4,754,0,False,False,
/documentacao/devtools/guias/use-polyfills/,pt-br,devtools/azion-edge-runtime,MANTER,Como resolver APIs do Node.js por meio de polyfills,/pt-br/documentacao/build/functions/runtime-apis/guides/use-polyfills/,reference,MOVER,F3,"R-RUNTIME: lar único do Runtime sob Functions (P2, E1/E7)",1,765,0,False,False,
/documentacao/devtools/javascript-exemplos/,pt-br,devtools/azion-edge-runtime,MANTER,Functions - Exemplos em JavaScript,/pt-br/documentacao/build/functions/runtime-apis/javascript-examples/,reference,MOVER,F3,"R-RUNTIME: lar único do Runtime sob Functions (P2, E1/E7)",15,299,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/ab-testing/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos em JavaScript - Teste A/B,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/ab-testing/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,225,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/adding-response-header/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos JavaScript - Adicionar response header,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/adding-response-header/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,230,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/cookie-value/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos em JavaScript - Extrair valor de cookie,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/cookie-value/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,223,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/deny-request/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos JavaScript - Recusar por GeoIP,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/deny-request/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),2,217,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/general-firewall-example/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos JavaScript - Functions no Firewall,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/general-firewall-example/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,432,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/hello-world/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos em JavaScript - Hello World,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/hello-world/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,197,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/redirect-requests/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos JavaScript - Redirecionar requisições,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/redirect-requests/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,185,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/respond-site/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos em JavaScript - Responder com outro site,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/respond-site/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,170,0,False,False,
/documentacao/produtos/applications/functions/javascript-examples/rest-apis/,pt-br,devtools/azion-edge-runtime,MANTER,Exemplos em JavaScript - Rest APIs,/pt-br/documentacao/build/functions/runtime-apis/functions/javascript-examples/rest-apis/,reference,MOVER,F3,R-RUNTIME: 4 famílias de URL do Runtime convergem sob Functions (P2; padrão Workers/runtime-apis),1,416,0,False,False,
